factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
momentum_20,-0.06017129566281697,-2.865248211187327,-0.08034605251220038,-3.9199269631484093,-0.021403268376165283,0.352112676056338
